First Name,Last Name,Position,Team,Overall,Player Image,Team Logo,SPD,ACC,STR,AGI,AWR
Darren,Waller,Tight End,Miami Dolphins,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7365.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1rcCzp9f3OyZFzRBRFJVpC/8dc08dce09c05a748587769908cd710c/12.png,88,88,70,83,83
Dominick,Puni,Right Guard,San Francisco 49ers,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10217.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1SoIzWJtk28ygwNAPEMRnf/deaee9a60ace23f7eaeaf4275c2282b0/15.png,61,64,91,68,80
Donte,Jackson,Cornerback,Los Angeles Chargers,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8936.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1nyokQ4GLHKjmDL5IorxkB/29267d1765bd7f27730a007e1b070ec4/8.png,93,93,49,92,85
Drew,Dalman,Center,Chicago Bears,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/803.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,70,75,87,68,83
Ed,Oliver,Defensive Tackle,Buffalo Bills,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9589.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/212FXcpkDUjs9ZJpZ038pM/676904f80719bc724267b7eb5609c6af/3.png,82,85,89,84,85
Ernest,Jones IV,Mike Backer,Seattle Seahawks,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1595.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/2WrGCB8Atuo0aZ4MbstBrI/bbe9263ce111287adcef479efbc72160/28.png,86,87,74,72,80
George,Karlaftis,Left Edge,Kansas City Chiefs,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1795.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,80,86,85,80,84
Grant,Delpit,Strong Safety,Cleveland Browns,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/249.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4qbblHggBjaH9o46kyGeFo/27cab0f308b54edbd469e9b20cb506f7/5.png,89,91,60,86,85
Harold,Landry III,Right Edge,New England Patriots,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8966.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6Z0rWjQfkWgvj8K58X0WfA/aaaaa7e6c313bdfc5e624309ba6dfc4e/22.png,85,88,78,84,85
Jake,Ferguson,Tight End,Dallas Cowboys,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1577.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4fzYNoreZSo04KbSHo3Sqn/0855e78441c821f956abac278f04abb7/11.png,81,86,69,81,81
Jakobi,Meyers,Wide Receiver,Jacksonville Jaguars,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9570.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4s3Xa9huMY7IrNAc9h1TDa/9eb764bbfbbb6a2f651e3d44cdcfa103/17.png,89,91,62,87,83
Jason,Myers,Kicker,Seattle Seahawks,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7773.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/2WrGCB8Atuo0aZ4MbstBrI/bbe9263ce111287adcef479efbc72160/28.png,69,71,43,47,67
Jaylen,Warren,Halfback,Pittsburgh Steelers,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2012.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4k4tkEjxICBzmTan96wMKZ/1d5d9145ace8a359ac5423c8c3e5e2d8/29.png,90,94,75,80,85
Jeremy,Chinn,Strong Safety,Las Vegas Raiders,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/211.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5ZrNmFWgR1vnwTOdqVmwYy/fe13aa7566120fb59130404e168c59ca/23.png,91,91,70,86,83
Jordan,Davis,Defensive Tackle,Philadelphia Eagles,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1333.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1Nt5pFCpjcBcADzHRbwfIk/ce90f9cb564aef7cc30cf1dd88c84150/13.png,82,87,96,58,79
Jordyn,Brooks,Mike Backer,Miami Dolphins,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/180.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1rcCzp9f3OyZFzRBRFJVpC/8dc08dce09c05a748587769908cd710c/12.png,87,86,74,85,82
Josh,Metellus,Strong Safety,Minnesota Vikings,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/458.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,89,88,66,83,83
Khalil,Shakir,Wide Receiver,Buffalo Bills,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1942.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/212FXcpkDUjs9ZJpZ038pM/676904f80719bc724267b7eb5609c6af/3.png,90,93,63,85,87
Kyler,Gordon,Cornerback,Chicago Bears,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1738.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,88,92,66,93,88
Marcus,Jones,Cornerback,New England Patriots,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1789.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6Z0rWjQfkWgvj8K58X0WfA/aaaaa7e6c313bdfc5e624309ba6dfc4e/22.png,92,95,48,92,80
Montez,Sweat,Left Edge,Chicago Bears,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9643.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,88,90,80,82,75
Patrick,Ricard,Fullback,Baltimore Ravens,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9274.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3zZnTQ4izXUrnVi3ryTBcm/a12a28ccd2af4c0a0930b58db73552a7/25.png,71,75,88,72,81
Poona,Ford,Defensive Tackle,Los Angeles Rams,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9333.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/wS8JnLBEBj9eq68rO1qTb/b7b5285ad842936bc21bb149eb8c31b8/24.png,71,68,88,62,89
Quentin,Lake,Strong Safety,Los Angeles Rams,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1803.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/wS8JnLBEBj9eq68rO1qTb/b7b5285ad842936bc21bb149eb8c31b8/24.png,88,92,57,80,87
Rasul,Douglas,Cornerback,Miami Dolphins,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8535.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1rcCzp9f3OyZFzRBRFJVpC/8dc08dce09c05a748587769908cd710c/12.png,89,90,73,82,87
Rome,Odunze,Wide Receiver,Chicago Bears,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10199.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,91,94,65,87,86
Travis,Hunter,Wide Receiver,Jacksonville Jaguars,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10599.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4s3Xa9huMY7IrNAc9h1TDa/9eb764bbfbbb6a2f651e3d44cdcfa103/17.png,93,94,61,95,74
Tremaine,Edmunds,Weak Backer,Chicago Bears,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8875.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,86,86,75,85,88
TreVeyon,Henderson,Halfback,New England Patriots,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10584.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6Z0rWjQfkWgvj8K58X0WfA/aaaaa7e6c313bdfc5e624309ba6dfc4e/22.png,95,92,71,86,75
Trevor,Lawrence,Quarterback,Jacksonville Jaguars,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1372.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4s3Xa9huMY7IrNAc9h1TDa/9eb764bbfbbb6a2f651e3d44cdcfa103/17.png,88,88,69,88,86
Tyler,Booker,Right Guard,Dallas Cowboys,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10495.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4fzYNoreZSo04KbSHo3Sqn/0855e78441c821f956abac278f04abb7/11.png,60,59,94,53,84
Will,Campbell,Left Tackle,New England Patriots,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10515.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6Z0rWjQfkWgvj8K58X0WfA/aaaaa7e6c313bdfc5e624309ba6dfc4e/22.png,73,78,87,71,90
Will,Reichard,Kicker,Minnesota Vikings,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10224.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,78,79,42,64,68
Zach,Charbonnet,Halfback,Seattle Seahawks,82,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1919.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/2WrGCB8Atuo0aZ4MbstBrI/bbe9263ce111287adcef479efbc72160/28.png,88,89,79,82,82
Abdul,Carter,Right Edge,NY Giants,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10516.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5hloGwLNaCrg2IBn0CoWVb/b5996a802009a4252f992182bd9acf85/16.png,88,91,80,86,82
Andrew,DePaola,Long Snapper,Minnesota Vikings,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7080.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,75,72,75,80,70
Blake,Cashman,Weak Backer,Minnesota Vikings,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9415.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,88,90,70,83,82
Bo,Nix,Quarterback,Denver Broncos,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10195.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4AYKY9OcX1CYbyMFBnvM8/ac07a8ff525004f92014e3259708acdf/4.png,88,90,60,76,85
Brian,Thomas Jr,Wide Receiver,Jacksonville Jaguars,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10263.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4s3Xa9huMY7IrNAc9h1TDa/9eb764bbfbbb6a2f651e3d44cdcfa103/17.png,97,95,59,88,73
Byron,Murphy II,Defensive Tackle,Seattle Seahawks,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10189.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/2WrGCB8Atuo0aZ4MbstBrI/bbe9263ce111287adcef479efbc72160/28.png,77,81,86,67,83
Cam,Taylor-Britt,Cornerback,Cincinnati Bengals,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1964.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5oemvWKqCFgBCkCI4h9A2U/0629c6d345fe01a14ba9f40554fd182e/2.png,93,93,64,86,82
Cam,Skattebo,Halfback,NY Giants,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10732.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5hloGwLNaCrg2IBn0CoWVb/b5996a802009a4252f992182bd9acf85/16.png,85,90,83,87,77
Chase,Young,Left Edge,New Orleans Saints,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/687.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5beev0Bk7MVWyDSbEqr75u/837fe770a82d43aa3028a13988d8baf3/27.png,85,87,86,84,78
Chuba,Hubbard,Halfback,Carolina Panthers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1234.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4Klf6KKhbnVi5RaARK1OiL/13a917c75c0fbc4edb0eb018cb757d8d/21.png,92,92,73,88,79
Cobie,Durant,Cornerback,Los Angeles Rams,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1554.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/wS8JnLBEBj9eq68rO1qTb/b7b5285ad842936bc21bb149eb8c31b8/24.png,93,94,50,86,83
Colton,McKivitz,Right Tackle,San Francisco 49ers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/453.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1SoIzWJtk28ygwNAPEMRnf/deaee9a60ace23f7eaeaf4275c2282b0/15.png,71,68,84,55,85
Connor,McGovern,Center,Buffalo Bills,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9565.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/212FXcpkDUjs9ZJpZ038pM/676904f80719bc724267b7eb5609c6af/3.png,69,62,87,61,92
Dalton,Kincaid,Tight End,Buffalo Bills,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2277.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/212FXcpkDUjs9ZJpZ038pM/676904f80719bc724267b7eb5609c6af/3.png,86,90,71,67,84
DaQuan,Jones,Defensive Tackle,Buffalo Bills,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6474.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/212FXcpkDUjs9ZJpZ038pM/676904f80719bc724267b7eb5609c6af/3.png,70,65,88,62,91
David,Njoku,Tight End,Cleveland Browns,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8674.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4qbblHggBjaH9o46kyGeFo/27cab0f308b54edbd469e9b20cb506f7/5.png,86,89,72,82,78
Deebo,Samuel Sr,Wide Receiver,Washington Commanders,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9618.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/42h6FyIuthDAiH4cTWUXRH/bb952a9252013b5bfdf77ac3f4011601/RatingsteamcrestWashingtonCommanders256.png,91,90,80,89,80
Deommodore,Lenoir,Cornerback,San Francisco 49ers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1205.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1SoIzWJtk28ygwNAPEMRnf/deaee9a60ace23f7eaeaf4275c2282b0/15.png,91,93,59,83,84
Divine,Deablo,Weak Backer,Atlanta Falcons,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1329.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3NTxf2X9VWdF6aL91pHAVu/6002a1f3e761a58c3b00f0e08bdccf5f/14.png,88,86,69,83,83
Emeka,Egbuka,Wide Receiver,Tampa Bay Buccaneers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10542.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1L5Fn21WqZN9jcLucGYg4c/ce29db9b9b4775d4e8fc337bf5c65027/6.png,90,95,60,86,82
Evan,McPherson,Kicker,Cincinnati Bengals,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1601.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5oemvWKqCFgBCkCI4h9A2U/0629c6d345fe01a14ba9f40554fd182e/2.png,75,81,37,63,65
Germaine,Pratt,Weak Backer,Indianapolis Colts,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9603.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5yTvAS7xG5Z8qw65gMLzSU/037cfcd90e26ee06666a24d762791f65/10.png,88,88,76,79,85
Grady,Jarrett,Defensive Tackle,Chicago Bears,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7185.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,72,76,89,68,85
Harrison,Butker,Kicker,Kansas City Chiefs,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8498.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,74,76,44,54,70
Isaac,Seumalo,Left Guard,Pittsburgh Steelers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8208.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4k4tkEjxICBzmTan96wMKZ/1d5d9145ace8a359ac5423c8c3e5e2d8/29.png,69,72,84,67,87
Jaelan,Phillips,Right Edge,Philadelphia Eagles,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1028.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1Nt5pFCpjcBcADzHRbwfIk/ce90f9cb564aef7cc30cf1dd88c84150/13.png,86,90,83,85,78
Jauan,Jennings,Wide Receiver,San Francisco 49ers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/391.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1SoIzWJtk28ygwNAPEMRnf/deaee9a60ace23f7eaeaf4275c2282b0/15.png,88,87,78,78,92
Jerry,Jeudy,Wide Receiver,Cleveland Browns,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/392.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4qbblHggBjaH9o46kyGeFo/27cab0f308b54edbd469e9b20cb506f7/5.png,91,93,64,92,76
Jimmie,Ward,Strong Safety,Houston Texans,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6626.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4rWKgLRDGADEZ3pTbdrpW0/793a695de8ea5caf8f2e1b3973ae1b61/32.png,89,88,54,84,83
Jordan,Mason,Halfback,Minnesota Vikings,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4679.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,89,92,78,77,84
Josh,Simmons,Left Tackle,Kansas City Chiefs,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10728.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,78,76,88,69,83
Josh,Harris,Long Snapper,Los Angeles Chargers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/5218.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1nyokQ4GLHKjmDL5IorxkB/29267d1765bd7f27730a007e1b070ec4/8.png,77,75,68,74,71
Jourdan,Lewis,Cornerback,Jacksonville Jaguars,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8641.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4s3Xa9huMY7IrNAc9h1TDa/9eb764bbfbbb6a2f651e3d44cdcfa103/17.png,89,88,67,85,86
Ka'imi,Fairbairn,Kicker,Houston Texans,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8000.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4rWKgLRDGADEZ3pTbdrpW0/793a695de8ea5caf8f2e1b3973ae1b61/32.png,79,82,39,64,69
Kamren,Kinchens,Free Safety,Los Angeles Rams,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10141.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/wS8JnLBEBj9eq68rO1qTb/b7b5285ad842936bc21bb149eb8c31b8/24.png,86,88,59,84,84
Laiatu,Latu,Left Edge,Indianapolis Colts,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10150.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5yTvAS7xG5Z8qw65gMLzSU/037cfcd90e26ee06666a24d762791f65/10.png,84,88,77,81,83
Michael,Wilson,Wide Receiver,Arizona Cardinals,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2480.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5NdzvrqrP3clJDBL6kdTmu/1f61914ff14c6f4be0240d71e622f9c6/7.png,89,90,72,89,83
Mike,McGlinchey,Right Tackle,Denver Broncos,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8987.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4AYKY9OcX1CYbyMFBnvM8/ac07a8ff525004f92014e3259708acdf/4.png,71,67,88,67,87
Nick,Bolton,Mike Backer,Kansas City Chiefs,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/977.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/3g9AewmTPjE4A7yc2tobiZ/20b6502896df3893414233cb5fe1b803/9.png,87,84,74,74,86
Nick,Cross,Free Safety,Indianapolis Colts,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1319.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5yTvAS7xG5Z8qw65gMLzSU/037cfcd90e26ee06666a24d762791f65/10.png,92,96,67,87,79
Omarion,Hampton,Halfback,Los Angeles Chargers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10572.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1nyokQ4GLHKjmDL5IorxkB/29267d1765bd7f27730a007e1b070ec4/8.png,90,93,78,82,75
Quinshon,Judkins,Halfback,Cleveland Browns,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10618.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4qbblHggBjaH9o46kyGeFo/27cab0f308b54edbd469e9b20cb506f7/5.png,90,91,77,85,81
Robert,Hunt,Right Guard,Carolina Panthers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/372.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4Klf6KKhbnVi5RaARK1OiL/13a917c75c0fbc4edb0eb018cb757d8d/21.png,66,58,89,60,90
Sheldon,Rankins,Defensive Tackle,Houston Texans,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8186.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4rWKgLRDGADEZ3pTbdrpW0/793a695de8ea5caf8f2e1b3973ae1b61/32.png,72,72,87,71,94
T.J.,Edwards,Mike Backer,Chicago Bears,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9449.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/6jaEsYrn1V45DziwibpsDk/ed66ad67e63f08a3a7c25ce951dbf5b9/1.png,85,84,72,81,84
Tariq,Woolen,Cornerback,Seattle Seahawks,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2054.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/2WrGCB8Atuo0aZ4MbstBrI/bbe9263ce111287adcef479efbc72160/28.png,95,96,60,87,82
Tre'von,Moehrig,Free Safety,Carolina Panthers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1212.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4Klf6KKhbnVi5RaARK1OiL/13a917c75c0fbc4edb0eb018cb757d8d/21.png,90,90,64,82,86
Von,Miller,Left Edge,Washington Commanders,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4432.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/42h6FyIuthDAiH4cTWUXRH/bb952a9252013b5bfdf77ac3f4011601/RatingsteamcrestWashingtonCommanders256.png,84,84,84,83,82
Xavier,Woods,Free Safety,Tennessee Titans,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8789.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/2YxvlDMaJsJwNQ4lS7qdCQ/d850f60dcbdcd71fb162eb55a46c7969/30.png,88,89,71,87,83
Zyon,McCollum,Cornerback,Tampa Bay Buccaneers,81,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1840.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/1L5Fn21WqZN9jcLucGYg4c/ce29db9b9b4775d4e8fc337bf5c65027/6.png,93,95,60,97,79
Aaron,Jones Sr,Halfback,Minnesota Vikings,80,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8609.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/bzuWJaOZo5LCC4SwdbVzx/f6dc0006f59641745e50721d0d8c9d38/31.png,89,92,71,91,80
Aaron,Rodgers,Quarterback,Pittsburgh Steelers,80,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6299.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/4k4tkEjxICBzmTan96wMKZ/1d5d9145ace8a359ac5423c8c3e5e2d8/29.png,78,76,59,75,83
Alex,Anzalone,Weak Backer,Detroit Lions,80,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8469.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/7cuE4tZcli1uQyZbvXWMrd/a2df9decdab28170691ca6631dd62139/19.png,86,86,74,81,83
Alvin,Kamara,Halfback,New Orleans Saints,80,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8617.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/5beev0Bk7MVWyDSbEqr75u/837fe770a82d43aa3028a13988d8baf3/27.png,88,92,77,87,81
Braden,Fiske,Defensive Tackle,Los Angeles Rams,80,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10072.png?im=FaceCrop,padding=0.7",https://drop-assets.ea.com/images/wS8JnLBEBj9eq68rO1qTb/b7b5285ad842936bc21bb149eb8c31b8/24.png,80,82,93,67,86
